Circuit,Model,Sigma,Snap_pct,Snap_lap,Flip_rate,Mean_time_delta_s,Baseline_rec,Baseline_delta_s
Spanish Grand Prix,Linear Regression,1.0,0.65,42,0.4667,3.7111,Stay Out,0.339
Spanish Grand Prix,Linear Regression,1.5,0.25,16,0.6667,7.6485,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,1.5,0.35,23,0.6333,7.4497,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,1.5,0.45,29,0.7,7.1496,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,1.5,0.55,36,0.5667,5.1257,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,1.5,0.65,42,0.7333,5.0804,Stay Out,0.339
Spanish Grand Prix,Linear Regression,2.0,0.25,16,0.5,10.4086,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,2.0,0.35,23,0.5667,8.9444,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,2.0,0.45,29,0.3667,8.3218,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,2.0,0.55,36,0.6667,6.8669,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,2.0,0.65,42,0.6333,7.4144,Stay Out,0.339
Spanish Grand Prix,Ridge Regression,0.0,0.25,16,0.0,2.5503,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.0,0.35,23,0.0,2.6583,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.0,0.45,29,0.0,2.6583,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.0,0.55,36,0.0,2.9207,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.0,0.65,42,0.0,0.5844,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.1,0.25,16,0.0333,2.4095,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.1,0.35,23,0.0,2.4042,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.1,0.45,29,0.0,2.8325,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.1,0.55,36,0.0,2.9612,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.1,0.65,42,0.1333,0.7039,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.2,0.25,16,0.0667,3.3623,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.2,0.35,23,0.0667,2.1324,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.2,0.45,29,0.1333,2.7946,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.2,0.55,36,0.0,3.2449,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.2,0.65,42,0.3333,1.0988,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.3,0.25,16,0.1667,2.4853,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.3,0.35,23,0.3,2.516,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.3,0.45,29,0.2,3.0285,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.3,0.55,36,0.2667,2.6966,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.3,0.65,42,0.2,2.1559,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.5,0.25,16,0.4333,3.5249,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.5,0.35,23,0.2,3.9429,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.5,0.45,29,0.2667,3.8086,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.5,0.55,36,0.2667,3.3603,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.5,0.65,42,0.7,2.5286,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.75,0.25,16,0.3667,5.1911,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.75,0.35,23,0.4333,4.4008,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.75,0.45,29,0.2667,5.7388,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.75,0.55,36,0.4667,3.2551,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.75,0.65,42,0.5333,2.9941,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,1.0,0.25,16,0.4333,6.3677,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,1.0,0.35,23,0.4,6.3406,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.0,0.45,29,0.5667,5.5267,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.0,0.55,36,0.5667,4.0282,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,1.0,0.65,42,0.5,2.8922,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,1.5,0.25,16,0.5,8.16,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,1.5,0.35,23,0.7333,8.1125,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.5,0.45,29,0.4667,7.4634,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.5,0.55,36,0.5333,6.15,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,1.5,0.65,42,0.7333,4.7975,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,2.0,0.25,16,0.6667,7.5545,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,2.0,0.35,23,0.7333,10.7598,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,2.0,0.45,29,0.7,10.9829,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,2.0,0.55,36,0.6333,8.4884,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,2.0,0.65,42,0.6333,6.3651,Stay Out,0.5844
Spanish Grand Prix,Gradient Boosting,0.0,0.25,16,0.0,5.5489,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,0.0,0.35,23,0.0,5.0467,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,0.0,0.45,29,0.0,5.1817,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,0.0,0.55,36,0.0,5.5214,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,0.0,0.65,42,0.0,2.5341,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,0.1,0.25,16,0.0,5.3736,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,0.1,0.35,23,0.0,5.3442,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,0.1,0.45,29,0.0,5.3723,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,0.1,0.55,36,0.0,5.5164,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,0.1,0.65,42,0.0,2.7789,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,0.2,0.25,16,0.0,5.5229,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,0.2,0.35,23,0.0,5.0997,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,0.2,0.45,29,0.0,5.2866,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,0.2,0.55,36,0.0,5.6059,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,0.2,0.65,42,0.0,2.3935,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,0.3,0.25,16,0.0667,5.9096,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,0.3,0.35,23,0.0333,5.2527,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,0.3,0.45,29,0.0,6.3977,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,0.3,0.55,36,0.0,4.5393,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,0.3,0.65,42,0.2,2.3533,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,0.5,0.25,16,0.1667,6.2726,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,0.5,0.35,23,0.1,5.7513,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,0.5,0.45,29,0.1667,4.5818,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,0.5,0.55,36,0.1,5.5706,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,0.5,0.65,42,0.4333,2.5593,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,0.75,0.25,16,0.2333,6.5266,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,0.75,0.35,23,0.2,7.2353,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,0.75,0.45,29,0.3,6.916,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,0.75,0.55,36,0.2333,4.3069,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,0.75,0.65,42,0.4,2.7755,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,1.0,0.25,16,0.3667,7.2196,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,1.0,0.35,23,0.3667,8.1873,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,1.0,0.45,29,0.3,7.8058,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,1.0,0.55,36,0.3667,5.3063,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,1.0,0.65,42,0.4333,5.4465,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,1.5,0.25,16,0.4,10.552,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,1.5,0.35,23,0.5667,9.1434,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,1.5,0.45,29,0.4,8.5508,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,1.5,0.55,36,0.4667,6.4686,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,1.5,0.65,42,0.5333,4.5844,Early 1-Stop,2.5341
Spanish Grand Prix,Gradient Boosting,2.0,0.25,16,0.5,10.0701,Early 1-Stop,5.5489
Spanish Grand Prix,Gradient Boosting,2.0,0.35,23,0.5,12.1509,Early 1-Stop,5.0467
Spanish Grand Prix,Gradient Boosting,2.0,0.45,29,0.7333,9.0979,Early 1-Stop,5.1817
Spanish Grand Prix,Gradient Boosting,2.0,0.55,36,0.6667,9.1318,Early 1-Stop,5.5214
Spanish Grand Prix,Gradient Boosting,2.0,0.65,42,0.6667,6.6947,Early 1-Stop,2.5341
Spanish Grand Prix,XGBoost,0.0,0.25,16,0.0,6.968,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,0.0,0.35,23,0.0,4.804,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,0.0,0.45,29,0.0,4.5791,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,0.0,0.55,36,0.0,4.9026,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,0.0,0.65,42,0.0,1.0502,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,0.1,0.25,16,0.0,6.9463,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,0.1,0.35,23,0.0,4.6578,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,0.1,0.45,29,0.0,4.6719,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,0.1,0.55,36,0.0,4.8032,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,0.1,0.65,42,0.0333,1.1312,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,0.2,0.25,16,0.0,7.2162,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,0.2,0.35,23,0.0,5.1102,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,0.2,0.45,29,0.0,5.0874,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,0.2,0.55,36,0.0,4.9409,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,0.2,0.65,42,0.3,1.335,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,0.3,0.25,16,0.0333,6.2809,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,0.3,0.35,23,0.0667,4.2076,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,0.3,0.45,29,0.0,4.6998,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,0.3,0.55,36,0.0,4.085,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,0.3,0.65,42,0.5667,1.7089,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,0.5,0.25,16,0.1,5.9745,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,0.5,0.35,23,0.0667,5.5744,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,0.5,0.45,29,0.2333,4.6551,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,0.5,0.55,36,0.1333,3.6713,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,0.5,0.65,42,0.5333,3.0498,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,0.75,0.25,16,0.2667,7.1878,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,0.75,0.35,23,0.2,7.8942,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,0.75,0.45,29,0.2333,5.871,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,0.75,0.55,36,0.2,5.145,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,0.75,0.65,42,0.6,3.6946,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,1.0,0.25,16,0.3333,9.5189,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,1.0,0.35,23,0.4667,6.0542,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,1.0,0.45,29,0.4333,5.8887,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,1.0,0.55,36,0.3667,4.8955,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,1.0,0.65,42,0.5667,3.4325,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,1.5,0.25,16,0.5,9.177,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,1.5,0.35,23,0.4,9.9692,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,1.5,0.45,29,0.4333,11.0273,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,1.5,0.55,36,0.5,6.101,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,1.5,0.65,42,0.4333,8.107,Early 1-Stop,1.0501999855041504
Spanish Grand Prix,XGBoost,2.0,0.25,16,0.5,11.9573,Early 1-Stop,6.9679999351501465
Spanish Grand Prix,XGBoost,2.0,0.35,23,0.5667,10.6117,Early 1-Stop,4.803999900817871
Spanish Grand Prix,XGBoost,2.0,0.45,29,0.5,8.7079,Early 1-Stop,4.579100131988525
Spanish Grand Prix,XGBoost,2.0,0.55,36,0.5667,10.9353,Early 1-Stop,4.902599811553955
Spanish Grand Prix,XGBoost,2.0,0.65,42,0.6333,6.3121,Early 1-Stop,1.0501999855041504
British Grand Prix,Linear Regression,0.0,0.25,13,0.0,236.4708,Stay Out,236.4708
British Grand Prix,Linear Regression,0.0,0.35,18,0.0,189.4294,Stay Out,189.4294
British Grand Prix,Linear Regression,0.0,0.45,23,0.0,154.6397,Stay Out,154.6397
British Grand Prix,Linear Regression,0.0,0.55,28,0.0,118.8672,Stay Out,118.8672
British Grand Prix,Linear Regression,0.0,0.65,33,0.0,88.9741,Stay Out,88.9741
British Grand Prix,Linear Regression,0.1,0.25,13,0.0,236.5424,Stay Out,236.4708
British Grand Prix,Linear Regression,0.1,0.35,18,0.0,189.601,Stay Out,189.4294
British Grand Prix,Linear Regression,0.1,0.45,23,0.0,154.5792,Stay Out,154.6397
British Grand Prix,Linear Regression,0.1,0.55,28,0.0,118.9254,Stay Out,118.8672
British Grand Prix,Linear Regression,0.1,0.65,33,0.0,89.1151,Stay Out,88.9741
British Grand Prix,Linear Regression,0.2,0.25,13,0.0,236.6538,Stay Out,236.4708
British Grand Prix,Linear Regression,0.2,0.35,18,0.0,189.4175,Stay Out,189.4294
British Grand Prix,Linear Regression,0.2,0.45,23,0.0,155.0444,Stay Out,154.6397
British Grand Prix,Linear Regression,0.2,0.55,28,0.0,118.7866,Stay Out,118.8672
British Grand Prix,Linear Regression,0.2,0.65,33,0.0,89.2029,Stay Out,88.9741
British Grand Prix,Linear Regression,0.3,0.25,13,0.0,236.9556,Stay Out,236.4708
British Grand Prix,Linear Regression,0.3,0.35,18,0.0,189.2806,Stay Out,189.4294
British Grand Prix,Linear Regression,0.3,0.45,23,0.0,153.9854,Stay Out,154.6397
British Grand Prix,Linear Regression,0.3,0.55,28,0.0,118.5692,Stay Out,118.8672
British Grand Prix,Linear Regression,0.3,0.65,33,0.0,89.0889,Stay Out,88.9741
British Grand Prix,Linear Regression,0.5,0.25,13,0.0,235.7374,Stay Out,236.4708
British Grand Prix,Linear Regression,0.5,0.35,18,0.0,189.2901,Stay Out,189.4294
British Grand Prix,Linear Regression,0.5,0.45,23,0.0,154.8817,Stay Out,154.6397
British Grand Prix,Linear Regression,0.5,0.55,28,0.0,118.8965,Stay Out,118.8672
British Grand Prix,Linear Regression,0.5,0.65,33,0.0,88.887,Stay Out,88.9741
British Grand Prix,Linear Regression,0.75,0.25,13,0.0,236.8859,Stay Out,236.4708
British Grand Prix,Linear Regression,0.75,0.35,18,0.0,189.2465,Stay Out,189.4294
British Grand Prix,Linear Regression,0.75,0.45,23,0.0,154.0735,Stay Out,154.6397
British Grand Prix,Linear Regression,0.75,0.55,28,0.0,117.547,Stay Out,118.8672
British Grand Prix,Linear Regression,0.75,0.65,33,0.0,90.7955,Stay Out,88.9741
British Grand Prix,Linear Regression,1.0,0.25,13,0.0,236.6927,Stay Out,236.4708
British Grand Prix,Linear Regression,1.0,0.35,18,0.0,189.9757,Stay Out,189.4294
British Grand Prix,Linear Regression,1.0,0.45,23,0.0,154.5632,Stay Out,154.6397
British Grand Prix,Linear Regression,1.0,0.55,28,0.0,117.4179,Stay Out,118.8672
British Grand Prix,Linear Regression,1.0,0.65,33,0.0,88.9284,Stay Out,88.9741
British Grand Prix,Linear Regression,1.5,0.25,13,0.0,238.0876,Stay Out,236.4708
British Grand Prix,Linear Regression,1.5,0.35,18,0.0,187.7851,Stay Out,189.4294
British Grand Prix,Linear Regression,1.5,0.45,23,0.0,154.6743,Stay Out,154.6397
British Grand Prix,Linear Regression,1.5,0.55,28,0.0,116.7516,Stay Out,118.8672
British Grand Prix,Linear Regression,1.5,0.65,33,0.0,88.489,Stay Out,88.9741
British Grand Prix,Linear Regression,2.0,0.25,13,0.0,227.3758,Stay Out,236.4708
British Grand Prix,Linear Regression,2.0,0.35,18,0.0,183.6466,Stay Out,189.4294
British Grand Prix,Linear Regression,2.0,0.45,23,0.0,152.2129,Stay Out,154.6397
British Grand Prix,Linear Regression,2.0,0.55,28,0.0,112.5082,Stay Out,118.8672
British Grand Prix,Linear Regression,2.0,0.65,33,0.0,86.4722,Stay Out,88.9741
British Grand Prix,Ridge Regression,0.0,0.25,13,0.0,235.6637,Stay Out,235.6637
British Grand Prix,Ridge Regression,0.0,0.35,18,0.0,188.8441,Stay Out,188.8441
British Grand Prix,Ridge Regression,0.0,0.45,23,0.0,154.2319,Stay Out,154.2319
British Grand Prix,Ridge Regression,0.0,0.55,28,0.0,118.6148,Stay Out,118.6148
British Grand Prix,Ridge Regression,0.0,0.65,33,0.0,88.8425,Stay Out,88.8425
British Grand Prix,Ridge Regression,0.1,0.25,13,0.0,235.73,Stay Out,235.6637
British Grand Prix,Ridge Regression,0.1,0.35,18,0.0,188.8568,Stay Out,188.8441
British Grand Prix,Ridge Regression,0.1,0.45,23,0.0,154.1953,Stay Out,154.2319
British Grand Prix,Ridge Regression,0.1,0.55,28,0.0,118.5508,Stay Out,118.6148
British Grand Prix,Ridge Regression,0.1,0.65,33,0.0,88.7779,Stay Out,88.8425
British Grand Prix,Ridge Regression,0.2,0.25,13,0.0,235.304,Stay Out,235.6637
British Grand Prix,Ridge Regression,0.2,0.35,18,0.0,189.2954,Stay Out,188.8441
British Grand Prix,Ridge Regression,0.2,0.45,23,0.0,154.8151,Stay Out,154.2319
British Grand Prix,Ridge Regression,0.2,0.55,28,0.0,118.7827,Stay Out,118.6148
British Grand Prix,Ridge Regression,0.2,0.65,33,0.0,88.9603,Stay Out,88.8425
British Grand Prix,Ridge Regression,0.3,0.25,13,0.0,235.3831,Stay Out,235.6637
British Grand Prix,Ridge Regression,0.3,0.35,18,0.0,188.6501,Stay Out,188.8441
British Grand Prix,Ridge Regression,0.3,0.45,23,0.0,154.5766,Stay Out,154.2319
British Grand Prix,Ridge Regression,0.3,0.55,28,0.0,118.6746,Stay Out,118.6148
British Grand Prix,Ridge Regression,0.3,0.65,33,0.0,89.0822,Stay Out,88.8425
British Grand Prix,Ridge Regression,0.5,0.25,13,0.0,235.9666,Stay Out,235.6637
British Grand Prix,Ridge Regression,0.5,0.35,18,0.0,189.0357,Stay Out,188.8441
